Unnamed: 0,IMDb_id,Title,Year,Genre,Synopsis
955,3824038,Encirclements,2014,Drama,"When thirteen year old Aharon,is selected for the great honor of carrying the big Torah book around the neighborhood in 'Simchat Torah' celebrations, he feels life is finally about to change for the better. But his selection causes age-old tensions between his parents to surface, and the symbolic happy ritual becomes a life-threatening struggle."
957,1337534,Ruth,2008,Drama,"During the days of the Israeli withdrawal from the settlements in the Gaza strip, when the residents of the Katif Settlements are uniting to fight for its existence, Ruth, a young teenager from the settlement, is searching for excitement. When Ruth meets Erez, a photojournalist sent to cover the events of the disengagement, she realizes that she doesn't belong anywhere. ""Ruth"" is an adolescence story of a young girl living in the most dangerous place in Israel. In a society demanding a united front and common beliefs, Ruth fights to interpret her faith in her own way. It is not a political struggle but the struggle of one girl for the privilege of holding an independent opinion in a social surrounding which strongly embraces a united point of view dictated from above."
958,163361,Primal Justice,1997,Drama,"A homicide detective, in what started out as a routine murder case, uncovers more than he bargained for and finds himself on a journey of self-discovery, challenging the very foundation of his identity."
961,5991264,Indoors,2016,Drama,"Avraham is a small-time contractor who's trying to make it into the big-time, and therefor gambles on projects that exceed his capabilities. His family lives in the shadow of his career ambitions, until one of these projects finds him drowning in debts he cannot pay back. Under the threat of the father's financial difficulties they rediscover the strength of their family ties."
963,1757879,Shrouds,2010,Drama,"A year after the death of his baby, Nachum, 31-year religious, wants to become an undertaker. His struggle between the dead and the living becomes the core of this story."
964,2390250,Water,2012,Drama,A unique Israeli/Palestinian cooperation.
965,6511244,Gesta,2017,"Comedy, Drama","Three youngsters invent a "" make good"" application and have to deal with money and success"
967,316218,Ha-Mangalistim,2003,Drama,"A family of Iraqi-Israelis, each with his or her own weaknesses and determination, gathers for an Independence Day picnic. Their background stories are presented, reaching back as little as a few days or as far back as the War of Independence and the old country before that, and interlocking in ways that even they never realize."
969,4679938,Low Tide,2017,Drama,"Yoel defect from military service. Avoiding the military police, he escapes his routine to find a place from which he can start anew."
970,86053,Operation Shtreimel,1984,"Action, Comedy, War","Three friends, with the aid of an American agent, set out to knock the German Army off its feet."
974,2318773,Yoter Ity Mi'Lev,2012,"Drama, Music, Romance","Lily is looking for a hero for her new novel. When she finds Nino, a romantic street artist by day and a peeping tom by night, she decides to seduce him and turn him into the subject of her book - without him knowing it. She meets Nino's close friend Freddy, an ultra orthodox Jew and a gay drag artist, who is Nino's muse in the same way that Nino is Lily's. Lily sees Freddy as a threat to her manipulation of Nino and realizes she must make Nino give him up. However, the tables begin to turn on Lily when Nino uncovers her true motives , and when she finds herself falling for Nino, this time for real."
978,163138,Buskila Twins,1998,Comedy,"A comedy of errors takes place between Paris and Eilat, and tells the story of twin brothers who have not met for 20 years. Papi, a gay fashion designer with a deserter from the Israeli Army as his boyfriend, and Max, his plumber brother who lives the simple family life in Eilat. A lawyer shows up one day to offer a $40 million dollar inheritance if both brothers meet the sole condition of having three children each."
979,114325,Actors,1995,Drama,Sory of young people that the dream is to become actors in the theater.
982,1337535,Saturn Returns,2009,Drama,"Lucy, a privileged North American in contemporary Berlin, living a life of post Punk hedonism, roams the streets with her best friend, Derek. Together they use the city like a playground, a stage, and a never ending party. Into their lives enters Galia, a young Israeli woman carrying the promise of a better, cleaner way of living. A tribute to Punk underground films turns into a melodrama in ""Saturn Returns"", mirroring Lucy and Galia's modulating states of mind. Our and their look into each other's life and culture, becomes an investigation of empty facades. The film was constructed by both improvised and pre-scripted scenes, as required by the nature of each scene."
984,239015,Gonev Miganav Patoor,1977,Comedy,A thief is released from prison and with the help of his friend he tries to avenge the policeman who caught him.
986,7217158,Different Sky,2006,"Drama, Romance","Love story of a young couple, Amad and Isabella. Amad (25), a Palestinian from Nablus (a city under the control of the Palestinian Authority), and Isabella (25), a Brazilian illegal foreign worker who lives in the city of Tel Aviv, attempt to navigate their lives between the obstacles that face them under the complicated, bleeding reality of life in Israel."
987,1619481,And on the Third Day,2010,Drama,"This film describes Israel as a country already far beyond identity crises in which anarchy is everywhere, violence is the norm and life is ruled by the world view of ""the stupid, the evil and the corrupt""."
989,135503,A Brief History of Love,1996,Drama,"Shaul and Rami are best friends, 40 years old. Both are in unhappy marriages, but Rami has found comfort in the arms of a Russian immigrant with whom he's having an affair."
990,77934,Millionaire in Trouble,1978,Comedy,A comedy about a millionaire who pretends to be not a millionaire.
994,3824034,The Pracht Inn,2014,Drama,"An adaptation of Aaron Appelfeld's novel 'Night after Night'. In the sixties, a group of Holocaust survivors live together in a hostel in Jerusalem and struggle to revive the Yiddish Language ."
995,4495188,Kapo in Jerusalem,2015,"Drama, History","An exploration of the moral and survival dilemmas in Auschwitz from the point of view of a deputy head of a block and a few of the prisoners from his block who survived the horrors of the camp, immigrated to Israel in the 40's and are still struggling to begin new life in the newborn state of Israel. Based on a true story."
996,87636,Am Yisrael Hai,1981,Comedy,"A minor politician, suffering with a temporary sexual disorder that is soon to be written about in the local press, is sent anonymously to Eilat for rest and pleasantries. His wife, believing he was on a trip abroad also goes to Eilat on the advice of her friend."
999,2339406,10% My Child,2014,"Comedy, Drama","Franny is 7 years old. Franny's mother's new boyfriend is 26 year old Nico.To be with Franny's Mom, Nico has to win Franny's heart. Nico is trying to be a film maker but couldn't even finish his graduation film. The first time they meet, Franny finds Nico in her mother's bed. From that moment on, Nico and Franny need to find a way to get along, love and hate each other. Mostly they do all three in the same frame."
1001,15790446,Woman Alive,2021,Drama,"Thirty-year-old Shlomit is married and the mother of a little girl leaves her home in Jerusalem out of personal distress and embarks on an unknown journey through the slums of south Tel Aviv between black immigrants and prostitutes. She seeks an unmediated touch in life that will make her feel alive herself. During her journey, the Privilege Ashkenazi Princess meets the other Israel who has so far been a stranger to her and thus meets the other unknown foreign woman inside her. She falls in love with a Russian painter older than her who could be her father, drifting on a dark passionate journey, deteriorating, breaking all boundaries and reaching the edge, swinging between life and death. She becomes aware of the demon who controls her from within her, stops struggling with herself, gives up trying to fill her inner void by the control of a powerful man, and finds her identity as an artist and a woman. She creates large dolls from materials that gather on the street in the characters of the people she met along the way and helped her. In a show she does in a public park with the dolls she created she reunites for a magical moment with her little girl."
1003,1719664,Open Stitch,2009,"Comedy, Horror, Romance","Roi and Noa are a young Israeli couple, living together and in love. Roi wants more from this relationship: he wants Noa to stop fighting with him, and wants her to be the 'perfect' spouse. Following a Serious fight, and after an interesting class, Roi finds a 'surgical' solution to his wish. But soon he realizes that not all that glitters is gold, the grass is not always greener, and there are some things that should remain 'wishful thinking'. A romantic horror comedy."
1005,1134661,The Witch from Melchet Street,2005,"Drama, Fantasy, Romance","A boy and an adult witch live in the same building in Tel Aviv. The boy falls in love with the new girl who came to the neighborhood, a retired witch. The connection between the two teaches both that in love there is no magic."
1007,1858593,We Will Be Strong in Our Weakness,2011,Drama,"This mockumentary shows the mourning events after the assassination of Slawomir Sierakowski, leader of fictitious Jewish Renaissance Movement in Poland."
1009,143270,Gentila,1998,Drama,"A drama about four malcontent and oddly matched characters on a three-day journey. Each an outcast: Gadi, a petty criminal on parole seeking to make his way back into mainstream society; Yitzhak, his pensive, naive, and serious younger brother; Shoshana, a serious criminal who insists on tormenting the group; and a young, pregnant, Russian immigrant who has left her husband an meets up with the other three in a coffee shop. The characters together define their obvious marginalization from society and their search for individual dignity."
1010,317914,Who's the Father?,1996,Comedy,"Dani Lev gives Olga, a beautiful pregnant woman, a ride to the hospital. There he is mistakenly considered as the newborn's father. Now his life become hell by everybody (wife, children, neighbors, colleagues, lawyers and policemen). To stop this Dani takes a DNA test. The test uncover him as barren. So who is the father of his children?"
1013,116867,Leylasede,1995,Drama,"On the evening of Passover dinner holiday ,a family gathering reveals the delicate relationships between parents, brothers,sisters, husbands and wives. Secrets and lies force them to understand how fragile everything is."
1014,1483826,There Were Nights,2010,Drama,"Gony's father lost his reputation, his pride and his desire to live after serving a short prison sentence twenty years ago. A little later he lost his wife, Gony's mother, to cancer. Since then, at age seven, Gony, an only child, has served as her father's emotional crutch, living through his terror and loss. Now, at twenty-five, Gony is about to make her first steps into the world. But before being allowed to begin her life, she must overcome the grip of her father's desperate loneliness and sense of loss."
1015,459144,Moon Wolf,2005,Drama,"27-year-old Guy lives in an old bus in Ramat Hagolan, not far from the Moshav where he grew up. He raises a herd of cattle for beef together with his younger brother, Jerry. One night, after hunting a wolf that was threatening the cattle, Guy celebrates and ends up drunk. On a dark road he causes an accident and crashes into another car. The driver of the other car, his best friend Yoav, is now paralyzed from the neck down. Two years later Guy comes out of prison to find only Jerry waiting to welcome him. His mother, Rachel, a nurse, cannot bring herself to forgive him. Guy braces himself and goes to visit Yoav, who only has one request, that Guy kill him. Guy is at a loss; the only thing he knows is that he loves Yoav. Guy tries to rebuild his life, to work with the herd, but can't put the accident and Yoav's request out of his mind. Meanwhile, the herd is under attack from a pack of wolves that must be killed. But Guy is unable to reach a decision: should he kill the wolves, Yoav or himself?"
1016,81042,Lena,1980,Drama,"The story of a woman trying to free her husband from a Russian prison camp. She lives in Israel, organizes strikes, and gains public and press support. But her public life begins to clash with her private life as she falls in love with a Hebrew teacher. This causes tensions in her family and the Israeli Russian community. Her love for the teacher, desire to end her heroic public obligations, and live her own life compose her tragedy."
1017,84417,Noa at 17,1982,Drama,"Set in Israel 1951, Noa is a member of a youth movement who fights for her individuality, her right to doubt and question all beliefs - all conformisms. An ideological battle takes place when the Kibbutz Movement must decided whether to follow Soviet Russia or join the Western world. The debate splits families and the kibbutz, and Noa's group of friends. She is not a person of compromise and fights her way independently through a world of shattered values."
1022,147641,Braids,1989,Drama,"Based on a true story, Braids tells the tale of So'ad, a 14-year-old Jewish girl imprisoned by the Iraqi government in 1947 for her participation in the Zionist movement."
1024,133333,Abba Ganuv III,1991,Drama,"n the final installment of this family-friendly adventure trilogy, Ben is basking in the success of his efforts to make his father, Chico happy -- until an unexpected visit from the millionaire married to Chico's ex-wife threatens to rock the boat. The plot thickens when Chico realizes that the rich man's plans to build a shopping mall by the sea could ultimately harm his livelihood as a tour guide."
1026,88696,Into the Night,1985,Drama,"A common crisis changes the complicated relationship between a father and his middle-aged son, both trapped in unhappy marriages."
1028,14981404,Our Natural Right,2020,History,"Over seven decades ago, The Declaration of Independence of the State of Israel was drafted. Every word and comma led to hours of debate. The declaration was signed, the State established, but the debate still rages."
1029,4952638,The Milk Trial,2016,"Drama, History",Based on a true story that happened in Morocco at the beginning of The 40's.
1030,151722,Pillar of Salt,1979,Drama,"This film about an expressive and intelligent 13-year old boy captures the cultural richness and social complexity of a Jewish boy's life in Tunsinia, North Africa. Based on the autobiographical novel by sociologist Albert Memmi."
1031,162019,Hitchhikers,1998,Drama,"On his way from Haifa to Tel Aviv, Yehezkel Schwartz picks up three hitchhikers- an Orthodox soldier, a free-spirited young woman and an Israeli Arab. The familiar journey from Haifa to Tel Aviv turns into a journey of smiles and tears in our souls."
1032,6981178,Angels in White,2012,Drama,"Set in the women's camp at Auschwitz in 1945, the film reveals the power of the young Jewish girls who united and fought the Nazis with their most powerful weapon-faith."
1033,363881,Blind Date,2003,"Comedy, Romance",An Israeli diplomat romances a young woman on the condition that he not be seen.
1035,135408,No Names on the Doors,1997,Drama,"No Names on the Doors is set a modern kibbutz, where social transformation can no longer be kept at bay. Spectres of Arab invasion lurk in the background; financial pressures and the promise of easy wealth are breaking down older, established communal value. A longstanding friendship between two bachelors is the casualty of a strange woman's arrival."
1038,2931934,The Glow of Heavens,2012,Drama,The story of a young soldier in the Israeli army who forced to evicting his own people from their homes and land and fighting for his deepest beliefs while risking to lose it all.
1039,143124,Ha-Banana Hashehora,1976,"Adventure, Comedy","Avram, an Hassadic hippie; Hassan, an Arab inventor; and Tex, a nonchalant Jew, with so different backgrounds and characters, share a liberal view about sexuality. In a world abiding by the strict moral derived from the Dybbuk (sacred book), the three men will go through a number of tribulations concerning marriage."
1040,144502,Marriage Tel Aviv Style,1979,"Comedy, Drama",After Avigdor Pumerantz calls the matchmaker in order to find a new wife his children decide to robe him.
1043,110495,The Distance,1994,Drama,A 35-year-old architect returns from America to his native home in Israel to visit his ageing parents. He watches as a young Russian woman fills the void he has left in his parents' life.
1044,146784,Ceasefire,1950,"Drama, War","Gideon was wounded in battle near Jerusalem by an Arab sniper. He was saved by a woman, and then evacuated to recovery in the hospital. After recovering, he decides to return to his kibbutz and his girlfriend, but soon he realizes that he prefers the woman who rescued him."
1045,3247816,Manpower,2014,Drama,"Immigration police officer Meir, returns from a tour to Buchenwald concentration camp,a prize for decorated policemen, to a brutal deportation of African labor immigrants. A story of manhood in crisis, Manpower is an ironic yet compassionate film about belonging and upheaval, exile and immigration, home and family."
1048,89931,"Again, Forever",1985,Drama,"A highly successful lawyer realises, after a cardiac warning, that he may have squandered his life when he left his first wife and all the ideals of youth she stood for, to marry a neurotic poet and join the rat race for money & success."
1049,96924,Nipagesh Basivuv,1987,Comedy,"Candid Camera hi-jinks featuring a lot of weird pranks involving sexy women doing sexy things, babies that cry from inside the womb and all kinds of public misbehavior."
1051,133734,A Thousand Little Kisses,1981,Drama,"In contemporary Tel Aviv, a mother and daughter confront each other after the death of the father/husband and the discovery of the dead man's secret affair. The daughter is drawn irresistibly to the ""other"" woman's son and torn between feelings of loyalty to her mother and distaste of the father's passionate past. The mother is tormented by the past betrayal and current jealousy. Each struggles to settle old debts as they both experience passion and pain, but grow to learn independence."
1055,108619,The Heritage,1993,"Drama, Romance","Two extraordinary love stories unfold 500 years apart. As modern lovers struggle against those who seek to separate them, a Christian soldier pursues a perilous romance with a young Jewish girl in the shadows of the Spanish Inquisition."
1056,20221848,The Last Robbery,2021,"Comedy, Crime, Drama","Singer Avi Biter needs to perform one last robbery to regain his first love - Margaritha. During his quest for love and money, he learns a valuable lesson about friendship and the history of the Jewish people."
1058,19048670,B'ezrat HaShem,2022,Drama,A family trip to a Cypriot village seems innocent until the history of the family that used to live there begins to unfold.
1059,2386321,The Dealers,2012,Comedy,"The Dealers tells the story of Rami and Avishay, 27 years old friends that share an apartment in a small Jerusalem neighborhood. They spend their days smoking and playing in a soccer team with other losers, which its coach Zvika is determined to take the ""Jerusalem neighborhood cup"" with. In need for money they get entangled in a drug deal with Sagi, a local gangster, which forces them to learn the hard way about taking responsibility, loyalty, and friendship. The movie is a humorous view of the colorful, multi culture, unique and somehow funny Israeli society."
1060,92803,Crows,1988,Drama,"The life of some homeless teenagers in Tel-Aviv, many of them homosexuals."
1062,83084,An Intimate Story,1981,Drama,"Reveals at close range the two levels of emotions existing in individual lives in a kibbutz. An atmosphere of warmth and concern is expressed as Leah's repeated miscarriages cause the breakdown of her marriage. But the deeper, unspoken reasons unfold, and the close, scrutinizing aspect of the kibbutz community offers no privacy. She and her husband blames the other wordlessly, while individually beset with feelings of self-doubt and blame."
1063,145050,Sweet and Sour,1979,Comedy,A childless couple's plan for bettering their lives includes having a baby.
1064,19358610,Stuck,2022,Drama,"When Josh a film director loses his creative juices, his entire world is turned upside down. Then he finds himself even more stuck - in an impossible reality when he is quarantined in his home following the outbreak of the Coronavirus."
1065,5586694,InSight,2003,"Drama, War","A month after the end of Yom Kippur war David faced with the absence of his childhood friend, a tank crew member who disappeared during the war."
1067,1880216,Matinee,2011,Drama,"Three interwoven stories of women on the verge of a mental breakdown, seeking a way out of their misery, while confronting secrets that will change them forever. All three women are named the same - Naama. A man who longs to be a woman A painter revealing a portrait of a married woman A university graduate desperate to have a decent life All three women are a part of a bigger picture; a picture that is worth unveiling..."
1068,10118092,Planted,2019,Drama,Tami wants her old life back after taking her paralyzed son to home care.
1069,3289324,Drugged Out Sexed Up,2018,"Comedy, Crime, Musical","A Tarantino wannabe dude wants to make a movie, but get mixed up with A new drug of choice and the wrong kind of chick"
1070,133844,Hayeh Ahaltah Otah,1980,Comedy,A few seconds are devoted to giving this candid-camera movie a bit of a framework: prankster Yuda Barkan volunteers to show bright-eyed visitor Caroline Langford the foibles of the Israeli public.
1071,19050010,Halakhah,2022,Drama,"Political conflict connects three stories of people from separate communities, who come together and discover the new way forward to a redeeming life."
1074,7610418,No Blood,2018,Drama,"Manny (35) is summoned by the police and shown photos of himself being watched by a girl he doesn't know. He goes looking for her, they get involved and he disappears. Or so it may seem. An Israeli story about fluid borders and troubled minds."
1075,808145,Alenbi Romance,2005,"Drama, Romance","""All of those romantic movies are always in foreign cities. It's always Tokyo, Paris, Rome, New York. It's easier over there. The hardest thing is being romantic in your own city. Your city is always against you, trying to ruin it for you. It's not easy, all this romance"". Nico and Neta, two lonesome souls, embark on a romantic journey through the moonlit streets of Tel-Aviv, where they will meet all the beauty and vitality of the city, but also all of the hurt and suffering lying beneath its glittering veneer."
1079,138099,Is Tel Aviv Burning?,1967,"Drama, War",Four stories related to the Six-Day War.
1080,289366,A Matter of Reputation,2001,Drama,The conjunction of creativity and death through the confrontation between a film director and the subject of his creation - a gifted piano player who became a criminal.
1081,1345469,Five Hours from Paris,2009,Drama,He's a native Israeli. She's a Russian immigrant. He's a taxi driver. She's a music teacher. He has no aspirations. She gave up hers long ago. He is afraid of flying and she is about to fly away. What are the odds they'll end up together?
1082,9067840,Herzl's Susita,2018,Drama,A film teacher had to teach in Sderot and change the lives of his students.
1083,133714,Leave My Wife Alone,1989,Comedy,"Gershon is faking a requirement call for him from the Army so he can leave home to spend the weekend in Eilat with his young secretary but what he do not know is that his wife planning the exact same, see what happens when he realizes they are sharing same hotel."
1085,2994212,Arabani,2013,Drama,"Yoseph is a Druze who returns to his native village after having been estranged from it for 17 years. He arrives with his son and daughter, whose Jewish mother he has just divorced."
1088,1410360,Gehalim Iohashot,2005,Drama,"Jamal is a thirty something man, facing the deterioration of everything he has ever believed in: the political party, Islam, and more importantly, traditional family life. He leaves his home to look for answers."
1089,6027372,Deconstructing the Ushers,2019,"Comedy, Drama","3 stories revolving the Usher family. An elderly man seeks redemption by returning a dead friend's watch. A straight arrow, fights her brothers' desire to give their dying sister a falsified Ph.D. A Rabbi struggles with a congregant's secret or losing the woman he loves."
1090,1703945,Tel-Aviv Location,2009,"Animation, Action, Comedy",An anthology of 10 short films celebrating the Centennial year of Tel-Aviv-Yafo.
1091,102919,Shuroo,1990,Comedy,"Comedy about life among Tel Aviv's 30-something bourgeoisie is nothing if not proof that self-absorbed, would-be hipsters are the same the world over. The central character is Asher, an unbecoming depressive and all-round schlemiel who publishes a book on 'How to Be an Idiot', and finds himself becoming the guru of a self-help circle. A liberal sprinkling of sight gags and non-sequiturs - and even a slight flavour of Almodóvar in the sexual absurdities - keeps things lively."
1093,165511,Tel Aviv Taxi,1956,"Adventure, Comedy, Drama","A Tel Aviv taxi breaks down, and while the driver attempts to repair it, the passengers take shelter and relate tales to each other. One man relates how he became a hero, in a comic fashion, while on Army maneuvers; an elderly woman tells of her first visit to the big city; another woman tells how she and her husband invited his boss and his wife to their home for dinner, with the intent of getting the husband a raise, and they wound up in a hospital thinking they had food poisoning. Another story concerns how the police caught a demented-thief who stole from a bank to give money to the poor."
1094,163586,Circus Palestina,1998,Drama,"When a small, run-down circus comes to a Palestinian town, it changes the lives of the West Bank villagers."
1097,2898912,Welcoming Sabbath,2014,Drama,The head of the family's decision to go by foot to the grandfather's house on Friday night begins with a chain of events and revelations that will change the entire family forever.
1098,4036334,Invisibles,2014,Drama,"Newly discharged from the Israeli Army, Ra'ed, a Bedouin from an unrecognized village in the Negev desert, is determined to save his family's failing herd of sheep, about to be sold. He plans to live off the herd by starting a roadside Bedouin hospitality restaurant."
1100,5243738,Sparks Fly Upward,2015,"Drama, Mystery","In a remote, yet dazzling landscape, a temperamental hiker tormented by the past , has the perfect scheme set in place against his friend; until a mysterious stranger comes along with a plan of his own."
1103,2151741,A Green Chariot,2005,"Drama, Romance",Emigration to Israel challenges Sasha's Jewish identity. Will love help him to go over this crisis?
1105,109056,On the Edge,1994,Drama,Based on a novel by Yehoshua Kenaz.
1106,1339554,The Life and Death of Gotel Botel,2009,Musical,"Nati Ornan, an unknown musician and failed lover, lives in a grey world. During the day he is a genuine loser who lives with his mother and plays the part of a vacuum cleaner in a children's play. At night he is the leader of a rebellious Indy band that is overlooked by the establishment and the public. His pitiful personal and professional life propels Nati into creating a dark and narcissistic split personality known as Gotel Botel. Gotel brings Nati greatness: he avenges his enemies, creates a successful underground show and conquers the heart of Ayelet, Nati's secret love. As expected of an Indy band, its band members are just as weird. Hila, his good friend and show manager, dreams of hitting the charts. Tal, the band's guitarist, is torn between his love of music and his wife who demands that he grow up. Noa is the anarchistic cello player who goes on a rampage of urban terror. Gotel makes Nati's dreams come true, but Nati isn't all that sure this is a good thing. Nati and Ayelet's relationship deteriorates as a result of Gotel's megalomaniacal and violent nature. The show becomes a hit but is commercialized and Nati starts losing his grip on reality. Nati and Gotel head to battle, but this time they are against one. Nati must choose. Will he remain loyal to his art or will he sacrifice himself for success? The film tells the sad story of the world of commercial art, in which the greatest danger is the loss of one's identity. It is a world which loses its color from day to day, where weird characters are the only hope for individuality. The movie is inspired by the anarchism of its characters and thus creates a wild circus of diverse genres. The movie consists of a fictional script embedded with genuine actors, locations, situations and archives based on three years of filming the actual band. As the character of Gotel takes hold of Nati, the fiction takes hold of the documentary reality until they both merge into one solid half-truth. The film is an attempt to present the alternative culture in its roughest form. It is a world of sub-culture, a world in which people don't try to disguise their deviations. On the contrary, they praise them. It is a colorful and free universe that collapses time after time due to a more conservative reality."
1109,143587,The Angel Was a Devil,1976,"Drama, Thriller",Psychological thriller of a young woman fleeing a murderer.
1111,133770,Flash,1987,"Action, Drama",A couple becomes hostage when a frantic soldier takes over their house. This social drama depicts the state of the Israeli society following the devastating 1984 war.
1112,358347,Abba Shahor Lavan,2003,"Drama, Family, Sport","Yonatan, Michal's dad, turned orthodox and left her family when she was very yang. 7 years later, when he appears at her mother's funeral, all the anger and tensions in the family are brought up again. Michal on the other hand, is very curious, and tries to find a way to communicate with her father. They find common interest in competitive swimming, a hobby that Michal picked up, and which her father, as it turn out, used to be a serious contestant in."
1114,6922090,The Claim,2017,Drama,"A national religious woman is determined to produce a film about German Jewry in Israel. She believes that her initiative is rejected by the film funds because of political and ethnic discrimination. But after she files a claim for compensation for the assets of her grandparent, Joseph Süß Oppenheimer, she returns to Israel as a wealthy woman, which allows her to clean out the film funds."
1115,1467378,Dusk,2010,Drama,"Dusk presents several interlinked stories of Israeli reality, all occurring on the same day and all dealing with a crucial moment in the relationship between parents and children."
1116,84207,Melech LeYom Ehad,1980,Comedy,"A hotel porter, who a long time ago divorced his wife and his daughter with her in America, is alarmed when a beautiful girl arrives at his hotel looking for her supposedly rich father. The porter had been sending back money and describing himself as a well-to-do businessman. With the help of his hotel friends, he becomes the guest of honor and takes her on a tour of Israel, all the time trying to avoid revealing his true work."
1117,374283,A Group Portrait with a Woman,2003,Drama,"The true story of an Israeli Jewish woman who left the country after being forced, by tragic circumstances, to give her only daughter up for adoption, her child from a Muslim-Bedouin man. Driven by her guilt and low self-esteem, the heroin allows abuse by the men in her life and goes through her own ""Via Delorosa""."
1119,833474,Janem Janem,2005,Drama,"Eldi, a 40 year old high -school teacher, is in a midlife crisis. He just returned from a long army reserve service in Jenin and informs the school principal that he is not coming back to teach. His midlife crisis is blended with the trauma caused by the loss of his friend, who was killed in front of him by the gunshot of a sniper in the observation post. Eldi's wife, a psychologist, suggests that he get away for awhile. Rather than getting on a plane, Eldi sets out on a journey in his own country. Traveling incognito, he discovers an unknown world in the middle of Tel Aviv. A world of Turkish and Romanian foreign workers exploited by shady Israelis who hire out laborers and control a group of prostitutes. He is drawn into the world of these foreign workers, finds he is attracted to a Russian woman hiding from an Israeli who bought her to be his wife."
1120,2219708,The Cutoff Man,2012,Drama,"The life of an aging man who earns a living by cutting off water lines for citizens in dept, and he's the relationship with his older son."
1121,3139692,And Then Something Happened,2013,"Drama, Romance","A romantic triangle between three outsiders in Tel Aviv. With Dina Limon, Iyar Wolpe, Avigdor Weil. 'After working for several grueling years as a night guard in a high-rise in Tel Aviv, Avi Kurtzweil found work at a camera store belonging to a friend of his.' In the camera store Avi meets Dita, and they become friends. Dita introduces Avi to her mother Zelda, Which furthermore complicates things."
1123,2556756,"Beam Me Up, Sasha!",2014,"Comedy, Romance, Sci-Fi",An Israeli-Lithuanian scientist is asked by a Russian oligarch to develop software that will match people around the world.
1125,7245120,Operation Egg,2017,"Adventure, Comedy, Family","A couple of con-men decide to grab a rare eagle's egg that's being transferred from the Ramat Gan Safari Park to a venue on the Golan Heights so it can be added to a dish on a cooking competition, and win a big prize."
1129,3239954,Radical,2013,"Crime, Thriller","The murder of a mysterious woman unfolds the brutal story of an Israeli radical group, the tycoon they are hunting for and the crooked cops that are stuck in between."
1130,175161,Three and One,1974,Drama,A man traumatized by war memories works as a tour guide on the sea. He starts a relationship with a young woman from the nearby hippie commune.
1132,1844692,"Je T'aime, I Love You Terminal",2010,"Comedy, Drama, Romance","The film follows Ben, who is traveling from Israel to New York to marry his girlfriend but misses his connection in Prague. There he meets Emma, an attractive free spirited girl. During the next 24 hours a friendship develops between the two and they find themselves reconsidering their original travel plans and re-evaluating their lives and relationships."
1133,151542,The Persuader,1973,"Drama, Crime",Moris Aflalo is a respected man that collects the bill for the neighborhood's boss. A poor decision turns everyones against him.
1134,5134724,Peter the 3rd,2015,Comedy,"'Peter the 3rd' 'This is the story of Peter, a 65 year old widower, a theater actor who never got a lead role. Peter decides to run for the Knesset so as to receive a Knesset member's pension. With help from Alona, a 28 year old talented waitress who writes blogs, they set up The Widows and Widowers Party. They both start out on a journey which removes them from their loneliness and exposes them to new worlds that will help them leave their pasts behind them.'"
1135,204451,Longing,1998,Drama,"Michal, Oded and their daughter Shir appear to be an average young secular Tel Aviv family. Oded, a musician, is about to depart for a six month concert tour of the United States. Rather than accompany him, Michal has decided to move with Shir to the devoutly religious Mea Shearim neighborhood in Jerusalem, in an effort to return to her original roots. In the course of researching a book she was writing about Hasidism, she is drawn to the community that was abandoned by her mother years before. This powerful film focuses on one woman's search for spiritual fulfillment, while at the same time highlighting one of the greatest rifts in modern day Israeli society -secularism vs. religion."
1136,151533,Overdose,1993,Drama,"A young actress, trying to become part of the glamorous movie industry, becomes a heavy drug addict - destroying her career, life and family. One of the first Israeli films to deal with the rising drug usage problem of teenagers, based on the true life story of Mona Zilberstein who took a lethal drug overdose."
1138,68890,But Where Is Daniel Wax?,1972,Drama,"10 years after he left Israel and ""played it big-time in America"", Benny Shpitz returns for a visit, self-exploring his youth, friends, dreams, beliefs and idol, Daniel Wax, who symbolized the ""beautiful Israeli"". Shpitz finds out his friends are melancholic, unsatisfied with marriage life, hiding a vast hole in their sole. In a wider context, Israel post 67' will no longer be the society that it was meant to be."
1139,143869,Shabazi,1997,Drama,"Based on the TV series ""Ha-Mone Dofek"" (""Night Fare""). Danny lives in a one bedroom apartment in Shabazi, a run down neighborhood crumbling over the heads of its inhabitants - dirt poor day laborers, junkies and the homeless, who find refuge in abandoned buildings. One rainy evening Danny almost runs over Gideon, an army comrade, who is now a homeless junkie. Gideon tries to tell Danny about some sinister scam that is going on around in the 'hood, but he's too high, too scared and too confused. The next day Gideon is found murdered, but the police have no real interest in another dead junkie. Danny decides to track down the killer himself. What appears at first to be a drug war soon reveals itself as a vast cooperation between outlaws and men of law. Danny manages to expose the big shots behind the scene, the scumbags who murdered his once brother in arms. Danny's crusade is over; He removes his temporary armor and goes back to his one bedroom apartment in Shabazi - a glorious knight..."
1140,19406940,49KG of Content 2,2022,Comedy,"After The Release Of The First Movie BlackSmile Got His Vacation And The Way He Want To Return Is Making A Sequel Which Will End His Nightmare Once And For All, With The Same Way The First Movie Went."
