,Unnamed: 0,Title,Year,Genre,Synopsis,IMDb id,Wiki Title,Wiki Plot,Wiki Summary
28,28,Cover-Up,1991,Drama,"Eli is a 32 year old man who has problems with relationships with women. Hagar is a surrogate, an alternative partner for practical, sexual therapy. They meet once a week and practice a relationship and intimacy in laboratory conditions. The fictitious relationship between them exposes them both physically and emotionally and brings to surface repressed fears from the real world. The changes Eli goes through during the therapy, along with the secrets revealed, not only shake his own life, but also the life of his family. Between clinic walls, due to an ""artificial"" process, Eli learns how to love for the first time.",99312,Love (1991 film),,"Love is a 1991 Indian Hindi-language romance film directed by Suresh Krissna, starring Salman Khan and Revathi. It is the remake of the Telugu film Prema (1989). It could not repeat the success of the original and ended up as an average grosser. The makers changed the tragic climax from the original film to one with a happy ending. This movie is also remembered for the romantic song ""Saathiya Tune Kya Kiya"". The rights to this film are owned by Shah Rukh Khan's Red Chillies Entertainment.This Was The 7Th Consecutive Successful Movie For Salman Khan

"
29,29,Surrogate,2008,"Action, Thriller",An ex-U.S. marine journalist battles against time to save lives after uncovering a terrorist plot.,1407081,Surrogates,,"Surrogates is a 2009 American science fiction action film based on the 2005–2006 comic book series The Surrogates. Directed by Jonathan Mostow, it stars Bruce Willis as Tom Greer, an FBI agent who ventures out into the real world to investigate the murder of surrogates (humanoid remote-controlled robots). It also stars Radha Mitchell, Rosamund Pike, Boris Kodjoe, Ving Rhames, and James Cromwell.
The film's main concept centers on the mysterious murder of a college student linked to the man who helped create a high-tech surrogate phenomenon that allows people to purchase remote-controlled humanoid robots through which they interact with society. These fit, attractive, remotely controlled robots ultimately assume their life roles, enabling people to experience life vicariously from the comfort and safety of their own homes. Surrogates was released on September 25, 2009, in the United States and Canada. It received mixed reviews from critics and grossed over $122 million.

"
30,30,Summertime Blues: Lemon Popsicle VIII,1988,Comedy,,96190,List of Israeli films of 1988,,"A list of films produced by the Israeli film industry in 1988.

"
31,31,Cupcakes,2013,"Comedy, Music","In Tel Aviv, six friends who are appalled by the Israeli entry in the UniverSong competition record their own song on a mobile phone, then are shocked to learn their recording is selected as Israel's entry for next year's competition.",1935742,Cupcakes (film),,"Cupcakes (Hebrew: בננות, romanized: Bananot, lit. 'Bananas') is a 2013 Israeli Hebrew-language musical comedy film.

"
32,32,Kirot,2009,"Action, Drama, Thriller",A woman forced to work for the Russian Mafia as an assassin agrees to help her next-door neighbor kill her abusive husband.,1198153,The Assassin Next Door,,"The Assassin Next Door (Hebrew: קירות, romanized: Kirot; lit. 'Walls') is an Israeli action drama film directed by Danny Lerner in 2009. The primary language is English with many scenes in Russian and Hebrew with English subtitles.

"
33,33,The Kindergarten Teacher,2018,"Action, Adventure","When his twin brother is reported killed in a Beirut car explosion, a man turns the war-torn city upside-down in search of the truth.",6952960,The Kindergarten Teacher (2018 film),,"The Kindergarten Teacher is a 2018 American drama film directed by Sara Colangelo. It is based on the 2014 Israeli film of the same name. It stars Maggie Gyllenhaal, Parker Sevak, Anna Baryshnikov,  Rosa Salazar, Michael Chernus and Gael García Bernal. The film had its world premiere at the Sundance Film Festival on January 19, 2018. It was released on October 12, 2018, by Netflix in the United States and Canada.

"
34,34,Killing Streets,1991,"Comedy, Drama","A slice of life - day after day - in Haifa, where Moshe and Didi's marriage is on the rocks, affairs are casual, and Moshe's angst about health, his parents, sex, communication, and business are pervasive and existential. Moshe's mother is Jewish, his father an Arab; his father may or may not sell ancestral land; his wife and mistress have lovers, one is a close friend; much of Moshe's surroundings seem under construction or in renovation. A cousin watches a security monitor without comment. Is there allegory in this portrait of an anxious Israeli approaching middle age?",102213,1991 in film,,"The year 1991 in film involved some significant events. Important films released this year included The Silence of the Lambs, Beauty and the Beast, Thelma & Louise, JFK and Terminator 2: Judgment Day."
35,35,Hearat Shulayim,2011,"Comedy, Drama","Eliezer and Uriel Shkolnik are father and son as well as rival professors in Talmudic Studies. When both men learn that Eliezer will be lauded for his work, their complicated relationship reaches a new peak.",1445520,Footnote (film),,"Footnote (Hebrew: הערת שוליים, translit. He'arat Shulayim) is a 2011 Israeli drama film written and directed by Joseph Cedar, starring Shlomo Bar Aba and Lior Ashkenazi. The plot revolves around the troubled relationship between a father and son who teach at the Talmud department of the Hebrew University of Jerusalem.
The film won the Best Screenplay Award at the 2011 Cannes Film Festival. Footnote won nine prizes at the 2011 Ophir Awards, becoming Israel's entry for the 84th Academy Awards for Best Foreign Language Film. On 18 January 2012, the film was named as one of the nine shortlisted entries for the Oscars. On 24 January 2012, the film was nominated for an Academy Award in the category of Best Foreign Language Film, but lost to the Iranian film A Separation.

"
36,36,Yom Yom,1998,"Drama, Thriller",A kindergarten teacher in New York becomes obsessed with one of her students whom she believes is a child prodigy.,162050,Yom Kippur War,,"The Yom Kippur War, also known as the Ramadan War, the October War, the 1973 Arab–Israeli War, or the Fourth Arab–Israeli War, was an armed conflict fought from 6 to 25 October 1973 between Israel and a coalition of Arab states led by Egypt and Syria. The majority of combat between the two sides took place in the Sinai Peninsula and the Golan Heights—both of which were occupied by Israel in 1967—with some fighting in African Egypt and northern Israel. Egypt's initial objective in the war was to seize a foothold on the eastern bank of the Suez Canal and subsequently leverage these gains to negotiate the return of the rest of the Israeli-occupied Sinai Peninsula.The war began on 6 October 1973, when the Arab coalition jointly launched a surprise attack against Israel on the Jewish holy day of Yom Kippur, which had occurred during the 10th of the Islamic holy month of Ramadan in that year; Following the outbreak of hostilities, both the United States and the Soviet Union initiated massive resupply efforts to their respective allies during the war, which led to a near-confrontation between the two nuclear-armed superpowers.Fighting commenced when Egyptian and Syrian forces crossed their corresponding ceasefire lines with Israel and invaded the Sinai Peninsula and the Golan Heights. Egyptian forces crossed the Suez Canal in Operation Badr and advanced into the Sinai Peninsula;  the Syrians launched a coordinated attack on the Golan Heights to coincide with the Egyptian offensive and initially made gains into Israeli-held territory. After three days of heavy fighting, Israel halted the Egyptian offensive, resulting in a military stalemate on that front, and pushed the Syrians back to the pre-war ceasefire lines. The Israeli military then launched a four-day-long counter-offensive deep into Syria, and, within a week, Israeli artillery began to shell the outskirts of the Syrian capital of Damascus. Egyptian forces meanwhile pushed for two strategic mountain passes deeper within the Sinai Peninsula, but were repulsed, and Israeli forces counter-attacked by crossing the Suez Canal into Egypt and advancing towards Suez City. On 22 October, an initial ceasefire brokered by the United Nations unravelled, with each side blaming the other for the breach. By 24 October, the Israelis had improved their positions considerably and completed their encirclement of the Egyptian Third Army and Suez City, bringing them within 100 kilometres (62 mi) of the Egyptian capital of Cairo. This development led to dangerously heightened tensions between the United States and the Soviet Union (allied with Israel and with the Arab states, respectively) and a second ceasefire was imposed cooperatively on 25 October to officially end the war.
The Yom Kippur War had far-reaching implications; the Arab world had experienced humiliation in the lopsided rout of the Egyptian–Syrian–Jordanian alliance in 1967, but felt psychologically vindicated by early successes in the 1973 conflict. The Israelis recognized that, despite impressive operational and tactical achievements on the battlefield, there was no guarantee that they would always dominate the Arab states militarily, as they had done consistently throughout the First, Second and Third Arab–Israeli Wars; these changes paved the way for the Israeli–Palestinian peace process. The 1978 Camp David Accords that followed the war saw Israel return the entire Sinai Peninsula to Egypt and the subsequent 1979 Egyptian–Israeli peace treaty, which marked the first instance of an Arab country recognizing Israel as a legitimate state. Following the achievement of peace with Israel, Egypt continued its drift away from the Soviet Union and eventually left the Soviet sphere of influence entirely.

"
37,37,The Male Gaze: Fleeting Glances,2022,Drama,What can happen in a moment? A difficult decision can change your path in life. An innocent question can provide all the answers you need. A simple maneuver can open your eyes. Seven moments that will change their lives forever.,20848778,NA,,"Henry Bond, FHEA (born 13 June 1966) is an English writer, photographer, and visual artist. In his Lacan at the Scene (2009), Bond made contributions to theoretical psychoanalysis and forensics.
In 1990, with Sarah Lucas, Bond organised the art exhibition East Country Yard Show, which was influential in the formation and development of the Young British Artists movement; together with Damien Hirst, Angela Bulloch, and Liam Gillick, the two were ""the earliest of the YBAs.""Bond's visual art tends to appropriation and pastiche; he has exhibited work made collaboratively with YBA artists including a photograph made with Sam Taylor-Wood and the Documents Series, made with Liam Gillick. In the 1990s, Bond was a photojournalist working for British fashion, music, and youth culture magazine The Face. In 1998, his photobook of street fashions in London The Cult of the Street was published. His Point and Shoot (Cantz, 2000), explored the photo-genres of surveillance, voyeurism and paparazzi photojournalism.
In 2007, Bond completed his doctoral research; in 2009, he was appointed Senior Lecturer in Photography at Kingston University.

"
38,38,Asia,2020,Drama,"Despite living together, Asia barely interacts with her daughter Vika. Their routine is shaken when Vika's health deteriorates rapidly. Asia must step in and become the mother Vika so desperately needs",10032266,Asia (film),"Asia is a mother-daughter drama film. A thirty-five year old single mother named Asia immigrated to Jerusalem from Russia with her daughter Vika, where she works as a nurse at a hospital. IndieWire wrote:
Asia is not your average mom. She’s free-spirited, open-minded and non-judgmental; but all that is put to the test when her teenage daughter – who happens to be differently abled – announces that she’s ready to lose her virginity.","Asia (Hebrew: אסיה) is a 2020 Israeli drama film directed by Ruthy Pribar, starring Alena Yiv and Shira Haas. The film was premiered online at the 2020 Tribeca Film Festival (due to the COVID-19 pandemic), where it won the awards for Best Actress (Shira Haas), Best Cinematography (Daniella Nowitz) as well as the Nora Ephron Prize (Ruthy Pribar). After winning Best Picture at the 30th Israeli Academy Awards (Ophir Awards), it was automatically submitted as the Israeli entry for the Best International Feature Film at the 93rd Academy Awards, but it was not nominated. The film won eight additional Israeli Academy Awards (Ophir Awards) out of a total twelve nominations, including both Best Leading Actress and Best Supporting Actress. Menemsha Films gained North American distribution rights to the film in June 2020, and announced its theatrical premiere at Film Forum in New York City in 2020.

"
39,39,Love Trilogy: Reborn,2019,Drama,"Avigail had a baby too young and has been raising her alone. Now the teenage daughter is exploding with anger and defiance. When Avigail is remarried, the daughter doesn't accept the new father and the house turns into a war zone. Things become even more complicated when Avigail is unable to fulfill her husband's dream of becoming a father to his own child. Just when Avigail is about to collapse, she finds comfort in the hands of Yael, an expert in pregnancy and childcare. Yael, an abandoned child, had managed to build herself a persona of a spiritual guru of motherhood, only to run away from her grave fear of becoming a mother herself. Her troubled sister Na'ama is there to remind her the truth she has been running away from. Na'ama is a walking volcano. She is a bright and highly devoted daughter to her demented father by day and a desperate hunter of men at night. Yet, there is hope through connections. These women can help each other to change, break the cage of their self-destruction and be reborn.",8214962,List of feature film series with three entries,,"This is a list of film series that have three entries.

Key: 

(A) – Film series is 100% animated
(a) – Film series is not 100% animated and has live action in a sequel or prequel
(TV) – made-for-TV
(V) – direct-to-video
(*) – TV series attached

"
40,40,War and Love,1985,Drama,An Israeli lawyer is defending a Palestinian charged by The Military Court System in the Israeli-Occupied Territories. It's a tough case because of a strong political background.,90291,War and Love (1985 film),,"War and Love is a 1985 American drama film directed by Moshé Mizrahi, written by Abby Mann, and starring Sebastian Keneas, Kyra Sedgwick, David Spielberg, Cheryl Gianini, Eda Reiss Merin and Brita Youngblood. It was released on September 13, 1985, by The Cannon Group, Inc.

"
41,41,Hanna K.,1983,"Action, Drama, Romance","Jacek, who is Jewish, miraculously manages to survive World War II in Nazi-occupied Poland. As a subplot to Jacek's story, which also involves a love affair with Haling ( Kyra Sedgwick ) and German soldiers' repeated attempts to kill him, is a tale of how young kids in the Warsaw ghetto devise their own method of fighting oppression.",85642,Hanna K.,,"Hanna K. is a 1983 American drama film directed by Costa-Gavras, starring Jill Clayburgh and Gabriel Byrne. The film was an attempt to depict the Palestinian-Israeli conflict in human terms.

"
42,42,Where Is Anne Frank,2021,Western,"A nun, the only survivor of an Indian massacre of a wagon train, is taken in by a cantankerous old gunfighter.",3454424,Where Is Anne Frank,,"Where Is Anne Frank is a 2021 animated magic realism film directed by Israeli director Ari Folman. The film follows Kitty, Anne Frank's imaginary friend to whom she addressed her diary, manifesting in contemporary Amsterdam. Seeking to learn what happened to her creator, Kitty attracts worldwide attention and interacts with undocumented immigrants.Where Is Anne Frank was shown out of competition at the 2021 Cannes Film Festival on 9 July 2021. It was released in France on 8 December by Le Pacte, on 15 December in Belgium by Cinéart, on 16 March 2022 in Luxembourg, and on 30 March in the Netherlands. The movie was a box-office bomb, grossing $160,033 against a $20 million budget.

"
43,43,Madron,1970,"Animation, Drama, Family","The film follows the journey of Kitty, the imaginary friend to whom Anne Frank dedicated her diary. A fiery teenager, Kitty wakes up in the near future in Anne Frank's house in Amsterdam and embarks on a journey to find Anne, who she believes is still alive, in today's Europe. While the young girl is shocked by the modern world, she also comes across Anne's legacy.",66034,Madron (film),,"Madron is a 1970 Western film directed by Jerry Hopper  and filmed in Israel; the first feature shot in Israel that was set in a non-Israeli location. 
It was nominated for an Academy Award for Best Original Song and a Golden Globe Award for Best Original Song in 1971 for the song ""Till Love Touches Your Life"" by Riz Ortolani (music) and Arthur Hamilton. It was a return to feature films and the final film of director Jerry Hopper.

"
44,44,The Last Patrol,2000,"Action, Drama, Sci-Fi","After a massive earthquake destroys Los Angeles, a new order is formed. But disagreement among the ranks leads to more war and disruption, and The Last Patrol must bring order if there's to be any hope for the future.",214871,The Last Warrior (2000 film),,"The Last Warrior (also known as The Last Patrol) is a 2000 American action film directed by Sheldon Lettich, and starring Dolph Lundgren, Sherri Alexander, Joe Michael Burke, Rebecca Cross and Brook Susan Parker. The film was released on direct-to-video in the United States on August 21, 2001.

"
